"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1427","nancagua","no pertenece a ningún pueblo indígena","sí","mujer",5973,"2009",6305
"1428","nancagua","no pertenece a ningún pueblo indígena","sí","hombre",5584,"2009",6305
"1429","nancagua","mapuche","sí","hombre",24,"2009",6305
"1430","nancagua","mapuche","sí","mujer",80,"2009",6305
"1431","nancagua","no pertenece a ningún pueblo indígena","no","mujer",545,"2009",6305
"1432","nancagua","no pertenece a ningún pueblo indígena","no","hombre",571,"2009",6305
"1433","natales","kawésqar","sí","mujer",65,"2009",12401
"1434","natales","no pertenece a ningún pueblo indígena","sí","mujer",6491,"2009",12401
"1435","natales","mapuche","no","mujer",12,"2009",12401
"1436","natales","mapuche","sí","hombre",1261,"2009",12401
"1437","natales","no pertenece a ningún pueblo indígena","sí","hombre",5905,"2009",12401
"1438","natales","no pertenece a ningún pueblo indígena","no","mujer",226,"2009",12401
"1439","natales","mapuche","no","hombre",37,"2009",12401
"1440","natales","mapuche","sí","mujer",894,"2009",12401
"1441","natales","kawésqar","sí","hombre",47,"2009",12401
"1442","natales","no pertenece a ningún pueblo indígena","no","hombre",299,"2009",12401
"1443","navidad","no pertenece a ningún pueblo indígena","no","mujer",112,"2009",6205
"1444","navidad","mapuche","no","hombre",19,"2009",6205
"1445","navidad","no pertenece a ningún pueblo indígena","no","hombre",241,"2009",6205
"1446","navidad","no pertenece a ningún pueblo indígena","sí","hombre",2165,"2009",6205
"1447","navidad","mapuche","sí","mujer",22,"2009",6205
"1448","navidad","mapuche","sí","hombre",7,"2009",6205
"1449","navidad","no pertenece a ningún pueblo indígena","sí","mujer",2291,"2009",6205
"1450","negrete","no pertenece a ningún pueblo indígena","no","mujer",333,"2009",8307
"1451","negrete","no pertenece a ningún pueblo indígena","sí","mujer",2928,"2009",8307
"1452","negrete","no pertenece a ningún pueblo indígena","no","hombre",223,"2009",8307
"1453","negrete","mapuche","sí","mujer",72,"2009",8307
"1454","negrete","mapuche","no","hombre",32,"2009",8307
"1455","negrete","mapuche","sí","hombre",114,"2009",8307
"1456","negrete","no pertenece a ningún pueblo indígena","sí","hombre",2948,"2009",8307
"1457","ninhue","no pertenece a ningún pueblo indígena","sí","mujer",1718,"2009",16204
"1458","ninhue","no pertenece a ningún pueblo indígena","sí","hombre",1685,"2009",16204
"1459","ninhue","no pertenece a ningún pueblo indígena","no","mujer",377,"2009",16204
"1460","ninhue","mapuche","no","hombre",9,"2009",16204
"1461","ninhue","no pertenece a ningún pueblo indígena","no","hombre",391,"2009",16204
"1462","ninhue","mapuche","sí","mujer",4,"2009",16204
"1463","nogales","no pertenece a ningún pueblo indígena","sí","hombre",9267,"2009",5506
"1464","nogales","no pertenece a ningún pueblo indígena","no","mujer",580,"2009",5506
"1465","nogales","mapuche","sí","mujer",169,"2009",5506
"1466","nogales","mapuche","sí","hombre",129,"2009",5506
"1467","nogales","no pertenece a ningún pueblo indígena","sí","mujer",9657,"2009",5506
"1468","nogales","no pertenece a ningún pueblo indígena","no","hombre",389,"2009",5506
"1469","nueva imperial","atacameño","sí","mujer",17,"2009",9111
"1470","nueva imperial","quechua","sí","mujer",32,"2009",9111
"1471","nueva imperial","mapuche","sí","mujer",4255,"2009",9111
"1472","nueva imperial","no pertenece a ningún pueblo indígena","no","hombre",242,"2009",9111
"1473","nueva imperial","atacameño","sí","hombre",32,"2009",9111
"1474","nueva imperial","mapuche","no","hombre",582,"2009",9111
"1475","nueva imperial","no pertenece a ningún pueblo indígena","sí","hombre",5641,"2009",9111
"1476","nueva imperial","mapuche","sí","hombre",4609,"2009",9111
"1477","nueva imperial","no pertenece a ningún pueblo indígena","no","mujer",563,"2009",9111
"1478","nueva imperial","no pertenece a ningún pueblo indígena","sí","mujer",5916,"2009",9111
"1479","nueva imperial","atacameño","no","mujer",32,"2009",9111
"1480","nueva imperial","mapuche","no","mujer",718,"2009",9111
"1481","Ñiquén","no pertenece a ningún pueblo indígena","no","hombre",507,"2009",16303
"1482","Ñiquén","mapuche","no","mujer",14,"2009",16303
"1483","Ñiquén","mapuche","sí","mujer",27,"2009",16303
"1484","Ñiquén","no pertenece a ningún pueblo indígena","sí","mujer",3708,"2009",16303
"1485","Ñiquén","no pertenece a ningún pueblo indígena","sí","hombre",3770,"2009",16303
"1486","Ñiquén","no pertenece a ningún pueblo indígena","no","mujer",329,"2009",16303
"1487","Ñuñoa","atacameño","sí","hombre",322,"2009",13120
"1488","Ñuñoa","no pertenece a ningún pueblo indígena","no","mujer",210,"2009",13120
"1489","Ñuñoa","no pertenece a ningún pueblo indígena","sí","mujer",62889,"2009",13120
"1490","Ñuñoa","mapuche","sí","hombre",1103,"2009",13120
"1491","Ñuñoa","no pertenece a ningún pueblo indígena","sí","hombre",57013,"2009",13120
"1492","Ñuñoa","no pertenece a ningún pueblo indígena","no","hombre",155,"2009",13120
"1493","Ñuñoa","mapuche","sí","mujer",168,"2009",13120
"1494","olivar","mapuche","no","mujer",16,"2009",6111
"1495","olivar","no pertenece a ningún pueblo indígena","no","mujer",209,"2009",6111
"1496","olivar","mapuche","sí","mujer",170,"2009",6111
"1497","olivar","no pertenece a ningún pueblo indígena","no","hombre",233,"2009",6111
"1498","olivar","mapuche","sí","hombre",76,"2009",6111
"1499","olivar","no pertenece a ningún pueblo indígena","sí","hombre",4819,"2009",6111
"1500","olivar","no pertenece a ningún pueblo indígena","sí","mujer",5116,"2009",6111
"1501","ollagüe","quechua","no","hombre",1,"2009",2202
"1502","ollagüe","aymara","sí","mujer",1,"2009",2202
"1503","ollagüe","quechua","sí","hombre",34,"2009",2202
"1504","ollagüe","quechua","sí","mujer",44,"2009",2202
"1505","ollagüe","atacameño","no","mujer",1,"2009",2202
"1506","ollagüe","no pertenece a ningún pueblo indígena","sí","hombre",2,"2009",2202
"1507","ollagüe","atacameño","sí","hombre",1,"2009",2202
"1508","ollagüe","rapa nui ","sí","hombre",1,"2009",2202
"1509","ollagüe","quechua","no","mujer",7,"2009",2202
"1510","ollagüe","mapuche","sí","hombre",1,"2009",2202
"1511","ollagüe","aymara","no","mujer",1,"2009",2202
"1512","ollagüe","no pertenece a ningún pueblo indígena","sí","mujer",2,"2009",2202
"1513","olmué","aymara","sí","mujer",20,"2009",5803
"1514","olmué","no pertenece a ningún pueblo indígena","sí","mujer",6097,"2009",5803
"1515","olmué","no pertenece a ningún pueblo indígena","no","hombre",457,"2009",5803
"1516","olmué","mapuche","sí","hombre",49,"2009",5803
"1517","olmué","no pertenece a ningún pueblo indígena","no","mujer",122,"2009",5803
"1518","olmué","no pertenece a ningún pueblo indígena","sí","hombre",6070,"2009",5803
"1519","osorno","no pertenece a ningún pueblo indígena","sí","hombre",47002,"2009",10301
"1520","osorno","mapuche","no","hombre",420,"2009",10301
"1521","osorno","atacameño","sí","mujer",137,"2009",10301
"1522","osorno","no pertenece a ningún pueblo indígena","no","mujer",1628,"2009",10301
"1523","osorno","no pertenece a ningún pueblo indígena","sí","mujer",51884,"2009",10301
"1524","osorno","mapuche","no","mujer",827,"2009",10301
"1525","osorno","mapuche","sí","mujer",10928,"2009",10301
"1526","osorno","no pertenece a ningún pueblo indígena","no","hombre",1631,"2009",10301
"1527","osorno","mapuche","sí","hombre",9810,"2009",10301
"1528","ovalle","diaguita","sí","hombre",270,"2009",4301
"1529","ovalle","no pertenece a ningún pueblo indígena","sí","mujer",42789,"2009",4301
"1530","ovalle","quechua","sí","mujer",137,"2009",4301
"1531","ovalle","no pertenece a ningún pueblo indígena","sí","hombre",36827,"2009",4301
"1532","ovalle","no pertenece a ningún pueblo indígena","no","mujer",1735,"2009",4301
"1533","ovalle","mapuche","sí","hombre",419,"2009",4301
"1534","ovalle","aymara","sí","hombre",86,"2009",4301
"1535","ovalle","no pertenece a ningún pueblo indígena","no","hombre",1427,"2009",4301
"1536","ovalle","mapuche","sí","mujer",572,"2009",4301
"1537","ovalle","diaguita","sí","mujer",344,"2009",4301
"1538","padre hurtado","no pertenece a ningún pueblo indígena","sí","mujer",17880,"2009",13604
"1539","padre hurtado","mapuche","sí","hombre",414,"2009",13604
"1540","padre hurtado","no pertenece a ningún pueblo indígena","sí","hombre",17309,"2009",13604
"1541","padre hurtado","mapuche","sí","mujer",470,"2009",13604
"1542","padre hurtado","no pertenece a ningún pueblo indígena","no","hombre",440,"2009",13604
"1543","padre hurtado","no pertenece a ningún pueblo indígena","no","mujer",336,"2009",13604
"1544","padre las casas","no pertenece a ningún pueblo indígena","sí","hombre",10958,"2009",9112
"1545","padre las casas","mapuche","no","hombre",1848,"2009",9112
"1546","padre las casas","mapuche","sí","mujer",11145,"2009",9112
"1547","padre las casas","mapuche","no","mujer",3302,"2009",9112
"1548","padre las casas","no pertenece a ningún pueblo indígena","no","mujer",635,"2009",9112
"1549","padre las casas","mapuche","sí","hombre",11021,"2009",9112
"1550","padre las casas","no pertenece a ningún pueblo indígena","sí","mujer",12842,"2009",9112
"1551","padre las casas","no pertenece a ningún pueblo indígena","no","hombre",157,"2009",9112
"1552","paihuano","mapuche","sí","mujer",67,"2009",4105
"1553","paihuano","mapuche","sí","hombre",63,"2009",4105
"1554","paihuano","no pertenece a ningún pueblo indígena","sí","hombre",1473,"2009",4105
"1555","paihuano","no pertenece a ningún pueblo indígena","no","hombre",82,"2009",4105
"1556","paihuano","no pertenece a ningún pueblo indígena","no","mujer",89,"2009",4105
"1557","paihuano","diaguita","sí","hombre",15,"2009",4105
"1558","paihuano","diaguita","sí","mujer",15,"2009",4105
"1559","paihuano","no pertenece a ningún pueblo indígena","sí","mujer",1799,"2009",4105
"1560","paillaco","quechua","sí","hombre",17,"2009",14107
"1561","paillaco","no pertenece a ningún pueblo indígena","no","mujer",227,"2009",14107
"1562","paillaco","no pertenece a ningún pueblo indígena","sí","hombre",6396,"2009",14107
"1563","paillaco","aymara","sí","mujer",46,"2009",14107
"1564","paillaco","mapuche","sí","hombre",416,"2009",14107
"1565","paillaco","mapuche","sí","mujer",543,"2009",14107
"1566","paillaco","no pertenece a ningún pueblo indígena","no","hombre",266,"2009",14107
"1567","paillaco","no pertenece a ningún pueblo indígena","sí","mujer",6780,"2009",14107
"1568","paine","no pertenece a ningún pueblo indígena","sí","hombre",22750,"2009",13404
"1569","paine","mapuche","sí","mujer",733,"2009",13404
"1570","paine","no pertenece a ningún pueblo indígena","no","hombre",642,"2009",13404
"1571","paine","no pertenece a ningún pueblo indígena","sí","mujer",21408,"2009",13404
"1572","paine","no pertenece a ningún pueblo indígena","no","mujer",399,"2009",13404
"1573","paine","mapuche","sí","hombre",342,"2009",13404
"1574","palena","mapuche","sí","hombre",28,"2009",10404
"1575","palena","mapuche","no","mujer",14,"2009",10404
"1576","palena","mapuche","sí","mujer",49,"2009",10404
"1577","palena","no pertenece a ningún pueblo indígena","sí","mujer",525,"2009",10404
"1578","palena","no pertenece a ningún pueblo indígena","no","mujer",21,"2009",10404
"1579","palena","no pertenece a ningún pueblo indígena","no","hombre",42,"2009",10404
"1580","palena","no pertenece a ningún pueblo indígena","sí","hombre",434,"2009",10404
"1581","palmilla","mapuche","sí","hombre",84,"2009",6306
"1582","palmilla","mapuche","no","hombre",11,"2009",6306
"1583","palmilla","no pertenece a ningún pueblo indígena","no","hombre",536,"2009",6306
"1584","palmilla","mapuche","sí","mujer",108,"2009",6306
"1585","palmilla","no pertenece a ningún pueblo indígena","sí","mujer",4228,"2009",6306
"1586","palmilla","no pertenece a ningún pueblo indígena","no","mujer",266,"2009",6306
"1587","palmilla","no pertenece a ningún pueblo indígena","sí","hombre",4259,"2009",6306
"1588","panguipulli","mapuche","no","hombre",294,"2009",14108
"1589","panguipulli","no pertenece a ningún pueblo indígena","sí","mujer",8730,"2009",14108
"1590","panguipulli","mapuche","no","mujer",587,"2009",14108
"1591","panguipulli","mapuche","sí","mujer",3781,"2009",14108
"1592","panguipulli","no pertenece a ningún pueblo indígena","sí","hombre",8339,"2009",14108
"1593","panguipulli","no pertenece a ningún pueblo indígena","no","mujer",781,"2009",14108
"1594","panguipulli","mapuche","sí","hombre",2905,"2009",14108
"1595","panguipulli","no pertenece a ningún pueblo indígena","no","hombre",608,"2009",14108
"1596","panquehue","no pertenece a ningún pueblo indígena","no","hombre",147,"2009",5704
"1597","panquehue","no pertenece a ningún pueblo indígena","sí","hombre",2592,"2009",5704
"1598","panquehue","mapuche","sí","hombre",60,"2009",5704
"1599","panquehue","mapuche","sí","mujer",57,"2009",5704
"1600","panquehue","no pertenece a ningún pueblo indígena","no","mujer",157,"2009",5704
"1601","panquehue","no pertenece a ningún pueblo indígena","sí","mujer",2569,"2009",5704
"1602","papudo","mapuche","sí","mujer",47,"2009",5403
"1603","papudo","quechua","sí","hombre",5,"2009",5403
"1604","papudo","no pertenece a ningún pueblo indígena","sí","mujer",1776,"2009",5403
"1605","papudo","quechua","sí","mujer",19,"2009",5403
"1606","papudo","no pertenece a ningún pueblo indígena","no","hombre",109,"2009",5403
"1607","papudo","mapuche","sí","hombre",74,"2009",5403
"1608","papudo","aymara","sí","mujer",25,"2009",5403
"1609","papudo","no pertenece a ningún pueblo indígena","no","mujer",65,"2009",5403
"1610","papudo","no pertenece a ningún pueblo indígena","sí","hombre",1770,"2009",5403
"1611","papudo","aymara","sí","hombre",5,"2009",5403
"1612","paredones","mapuche","sí","mujer",20,"2009",6206
"1613","paredones","no pertenece a ningún pueblo indígena","no","mujer",359,"2009",6206
"1614","paredones","no pertenece a ningún pueblo indígena","sí","mujer",2218,"2009",6206
"1615","paredones","no pertenece a ningún pueblo indígena","sí","hombre",2331,"2009",6206
"1616","paredones","no pertenece a ningún pueblo indígena","no","hombre",357,"2009",6206
"1617","paredones","mapuche","sí","hombre",11,"2009",6206
"1618","parral","no pertenece a ningún pueblo indígena","no","hombre",1449,"2009",7404
"1619","parral","no pertenece a ningún pueblo indígena","no","mujer",925,"2009",7404
"1620","parral","mapuche","no","mujer",53,"2009",7404
"1621","parral","mapuche","sí","hombre",322,"2009",7404
"1622","parral","mapuche","sí","mujer",112,"2009",7404
"1623","parral","no pertenece a ningún pueblo indígena","sí","mujer",14198,"2009",7404
"1624","parral","no pertenece a ningún pueblo indígena","sí","hombre",13230,"2009",7404
"1625","pedro aguirre cerda","mapuche","no","hombre",62,"2009",13121
"1626","pedro aguirre cerda","no pertenece a ningún pueblo indígena","sí","hombre",35607,"2009",13121
"1627","pedro aguirre cerda","mapuche","sí","hombre",716,"2009",13121
"1628","pedro aguirre cerda","no pertenece a ningún pueblo indígena","no","hombre",549,"2009",13121
"1629","pedro aguirre cerda","mapuche","no","mujer",62,"2009",13121
"1630","pedro aguirre cerda","atacameño","sí","hombre",167,"2009",13121
"1631","pedro aguirre cerda","no pertenece a ningún pueblo indígena","no","mujer",459,"2009",13121
"1632","pedro aguirre cerda","mapuche","sí","mujer",1121,"2009",13121
"1633","pedro aguirre cerda","no pertenece a ningún pueblo indígena","sí","mujer",39346,"2009",13121
"1634","pelarco","aymara","sí","hombre",8,"2009",7106
"1635","pelarco","mapuche","sí","mujer",54,"2009",7106
"1636","pelarco","mapuche","sí","hombre",59,"2009",7106
"1637","pelarco","no pertenece a ningún pueblo indígena","sí","mujer",2368,"2009",7106
"1638","pelarco","no pertenece a ningún pueblo indígena","sí","hombre",2462,"2009",7106
"1639","pelarco","no pertenece a ningún pueblo indígena","no","hombre",418,"2009",7106
"1640","pelarco","no pertenece a ningún pueblo indígena","no","mujer",440,"2009",7106
"1641","pelluhue","no pertenece a ningún pueblo indígena","sí","mujer",2688,"2009",7203
"1642","pelluhue","no pertenece a ningún pueblo indígena","no","hombre",299,"2009",7203
"1643","pelluhue","no pertenece a ningún pueblo indígena","sí","hombre",2654,"2009",7203
"1644","pelluhue","no pertenece a ningún pueblo indígena","no","mujer",282,"2009",7203
"1645","pelluhue","mapuche","sí","mujer",32,"2009",7203
"1646","pelluhue","mapuche","sí","hombre",12,"2009",7203
"1647","pemuco","mapuche","sí","mujer",31,"2009",16105
"1648","pemuco","no pertenece a ningún pueblo indígena","sí","mujer",2849,"2009",16105
"1649","pemuco","no pertenece a ningún pueblo indígena","no","mujer",424,"2009",16105
"1650","pemuco","no pertenece a ningún pueblo indígena","sí","hombre",3051,"2009",16105
"1651","pemuco","no pertenece a ningún pueblo indígena","no","hombre",445,"2009",16105
"1652","pencahue","mapuche","sí","hombre",8,"2009",7107
"1653","pencahue","no pertenece a ningún pueblo indígena","sí","mujer",3107,"2009",7107
"1654","pencahue","no pertenece a ningún pueblo indígena","no","hombre",385,"2009",7107
"1655","pencahue","no pertenece a ningún pueblo indígena","no","mujer",377,"2009",7107
"1656","pencahue","no pertenece a ningún pueblo indígena","sí","hombre",2951,"2009",7107
"1657","penco","no pertenece a ningún pueblo indígena","sí","mujer",20764,"2009",8107
"1658","penco","mapuche","sí","hombre",518,"2009",8107
"1659","penco","mapuche","sí","mujer",656,"2009",8107
"1660","penco","no pertenece a ningún pueblo indígena","no","mujer",1123,"2009",8107
"1661","penco","no pertenece a ningún pueblo indígena","sí","hombre",18729,"2009",8107
"1662","penco","no pertenece a ningún pueblo indígena","no","hombre",622,"2009",8107
"1663","peñaflor","mapuche","sí","hombre",579,"2009",13605
"1664","peñaflor","mapuche","sí","mujer",582,"2009",13605
"1665","peñaflor","no pertenece a ningún pueblo indígena","no","hombre",429,"2009",13605
"1666","peñaflor","no pertenece a ningún pueblo indígena","sí","hombre",29624,"2009",13605
"1667","peñaflor","no pertenece a ningún pueblo indígena","no","mujer",998,"2009",13605
"1668","peñaflor","no pertenece a ningún pueblo indígena","sí","mujer",32051,"2009",13605
"1669","peñalolén","mapuche","sí","mujer",8551,"2009",13122
"1670","peñalolén","mapuche","sí","hombre",6587,"2009",13122
"1671","peñalolén","no pertenece a ningún pueblo indígena","no","hombre",1468,"2009",13122
"1672","peñalolén","no pertenece a ningún pueblo indígena","sí","mujer",86364,"2009",13122
"1673","peñalolén","diaguita","sí","hombre",203,"2009",13122
"1674","peñalolén","quechua","sí","hombre",203,"2009",13122
"1675","peñalolén","atacameño","sí","mujer",227,"2009",13122
"1676","peñalolén","no pertenece a ningún pueblo indígena","no","mujer",2699,"2009",13122
"1677","peñalolén","quechua","sí","mujer",203,"2009",13122
"1678","peñalolén","no pertenece a ningún pueblo indígena","sí","hombre",77883,"2009",13122
"1679","peralillo","mapuche","sí","mujer",12,"2009",6307
"1680","peralillo","no pertenece a ningún pueblo indígena","sí","hombre",3586,"2009",6307
"1681","peralillo","mapuche","no","mujer",25,"2009",6307
"1682","peralillo","no pertenece a ningún pueblo indígena","sí","mujer",3703,"2009",6307
"1683","peralillo","no pertenece a ningún pueblo indígena","no","hombre",526,"2009",6307
"1684","peralillo","no pertenece a ningún pueblo indígena","no","mujer",330,"2009",6307
"1685","peralillo","mapuche","sí","hombre",25,"2009",6307
"1686","perquenco","mapuche","sí","mujer",1074,"2009",9113
"1687","perquenco","aymara","sí","hombre",11,"2009",9113
"1688","perquenco","no pertenece a ningún pueblo indígena","sí","mujer",1094,"2009",9113
"1689","perquenco","mapuche","sí","hombre",1277,"2009",9113
"1690","perquenco","no pertenece a ningún pueblo indígena","no","mujer",123,"2009",9113
"1691","perquenco","no pertenece a ningún pueblo indígena","no","hombre",79,"2009",9113
"1692","perquenco","mapuche","no","mujer",323,"2009",9113
"1693","perquenco","mapuche","no","hombre",249,"2009",9113
"1694","perquenco","no pertenece a ningún pueblo indígena","sí","hombre",910,"2009",9113
"1695","perquenco","aymara","sí","mujer",11,"2009",9113
"1696","petorca","rapa nui ","sí","mujer",9,"2009",5404
"1697","petorca","mapuche","sí","mujer",128,"2009",5404
"1698","petorca","mapuche","sí","hombre",90,"2009",5404
"1699","petorca","no pertenece a ningún pueblo indígena","sí","mujer",3219,"2009",5404
"1700","petorca","diaguita","sí","mujer",25,"2009",5404
"1701","petorca","no pertenece a ningún pueblo indígena","no","mujer",350,"2009",5404
"1702","petorca","atacameño","sí","mujer",7,"2009",5404
"1703","petorca","diaguita","sí","hombre",85,"2009",5404
"1704","petorca","rapa nui ","sí","hombre",17,"2009",5404
"1705","petorca","aymara","sí","mujer",19,"2009",5404
"1706","petorca","no pertenece a ningún pueblo indígena","no","hombre",328,"2009",5404
"1707","petorca","aymara","sí","hombre",52,"2009",5404
"1708","petorca","no pertenece a ningún pueblo indígena","sí","hombre",3032,"2009",5404
"1709","peumo","no pertenece a ningún pueblo indígena","sí","hombre",5393,"2009",6112
"1710","peumo","mapuche","sí","mujer",18,"2009",6112
"1711","peumo","no pertenece a ningún pueblo indígena","no","hombre",361,"2009",6112
"1712","peumo","no pertenece a ningún pueblo indígena","sí","mujer",5458,"2009",6112
"1713","peumo","no pertenece a ningún pueblo indígena","no","mujer",299,"2009",6112
"1714","peumo","mapuche","sí","hombre",41,"2009",6112
"1715","pica","no pertenece a ningún pueblo indígena","sí","mujer",1515,"2009",1405
"1716","pica","no pertenece a ningún pueblo indígena","no","hombre",12,"2009",1405
"1717","pica","aymara","no","mujer",62,"2009",1405
"1718","pica","quechua","sí","hombre",12,"2009",1405
"1719","pica","rapa nui ","sí","mujer",14,"2009",1405
"1720","pica","aymara","sí","mujer",1606,"2009",1405
"1721","pica","no pertenece a ningún pueblo indígena","sí","hombre",1275,"2009",1405
"1722","pica","mapuche","sí","hombre",14,"2009",1405
"1723","pica","quechua","sí","mujer",28,"2009",1405
"1724","pica","aymara","no","hombre",29,"2009",1405
"1725","pica","no pertenece a ningún pueblo indígena","no","mujer",5,"2009",1405
"1726","pica","mapuche","sí","mujer",6,"2009",1405
"1727","pica","aymara","sí","hombre",1539,"2009",1405
"1728","pichidegua","no pertenece a ningún pueblo indígena","sí","hombre",6640,"2009",6113
"1729","pichidegua","no pertenece a ningún pueblo indígena","sí","mujer",6473,"2009",6113
"1730","pichidegua","mapuche","sí","mujer",120,"2009",6113
"1731","pichidegua","no pertenece a ningún pueblo indígena","no","hombre",955,"2009",6113
"1732","pichidegua","no pertenece a ningún pueblo indígena","no","mujer",731,"2009",6113
"1733","pichilemu","mapuche","sí","mujer",158,"2009",6201
"1734","pichilemu","yagán","sí","mujer",14,"2009",6201
"1735","pichilemu","no pertenece a ningún pueblo indígena","no","hombre",535,"2009",6201
"1736","pichilemu","mapuche","sí","hombre",33,"2009",6201
"1737","pichilemu","no pertenece a ningún pueblo indígena","no","mujer",295,"2009",6201
"1738","pichilemu","no pertenece a ningún pueblo indígena","sí","mujer",5495,"2009",6201
"1739","pichilemu","no pertenece a ningún pueblo indígena","sí","hombre",4627,"2009",6201
"1740","pichilemu","mapuche","no","mujer",33,"2009",6201
"1741","pinto","no pertenece a ningún pueblo indígena","sí","mujer",3848,"2009",16106
"1742","pinto","no pertenece a ningún pueblo indígena","no","hombre",439,"2009",16106
"1743","pinto","no pertenece a ningún pueblo indígena","no","mujer",357,"2009",16106
"1744","pinto","mapuche","sí","mujer",49,"2009",16106
"1745","pinto","no pertenece a ningún pueblo indígena","sí","hombre",3591,"2009",16106
"1746","pinto","mapuche","no","hombre",36,"2009",16106
"1747","pinto","mapuche","sí","hombre",79,"2009",16106
"1748","pirque","mapuche","sí","hombre",169,"2009",13202
"1749","pirque","aymara","sí","hombre",31,"2009",13202
"1750","pirque","mapuche","no","hombre",31,"2009",13202
"1751","pirque","no pertenece a ningún pueblo indígena","sí","hombre",7791,"2009",13202
"1752","pirque","no pertenece a ningún pueblo indígena","no","mujer",244,"2009",13202
"1753","pirque","mapuche","sí","mujer",205,"2009",13202
"1754","pirque","no pertenece a ningún pueblo indígena","sí","mujer",8857,"2009",13202
"1755","pirque","no pertenece a ningún pueblo indígena","no","hombre",241,"2009",13202
"1756","pitrufquén","no pertenece a ningún pueblo indígena","no","mujer",457,"2009",9114
"1757","pitrufquén","mapuche","no","hombre",474,"2009",9114
"1758","pitrufquén","mapuche","sí","hombre",2197,"2009",9114
"1759","pitrufquén","mapuche","sí","mujer",2565,"2009",9114
"1760","pitrufquén","no pertenece a ningún pueblo indígena","sí","hombre",5910,"2009",9114
"1761","pitrufquén","no pertenece a ningún pueblo indígena","sí","mujer",6360,"2009",9114
"1762","pitrufquén","no pertenece a ningún pueblo indígena","no","hombre",127,"2009",9114
"1763","pitrufquén","mapuche","no","mujer",222,"2009",9114
"1764","placilla","no pertenece a ningún pueblo indígena","no","mujer",211,"2009",6308
"1765","placilla","mapuche","sí","hombre",10,"2009",6308
"1766","placilla","no pertenece a ningún pueblo indígena","no","hombre",382,"2009",6308
"1767","placilla","mapuche","sí","mujer",92,"2009",6308
"1768","placilla","no pertenece a ningún pueblo indígena","sí","hombre",3044,"2009",6308
"1769","placilla","no pertenece a ningún pueblo indígena","sí","mujer",3155,"2009",6308
"1770","portezuelo","mapuche","sí","mujer",11,"2009",16205
"1771","portezuelo","no pertenece a ningún pueblo indígena","no","mujer",204,"2009",16205
"1772","portezuelo","no pertenece a ningún pueblo indígena","sí","hombre",1493,"2009",16205
"1773","portezuelo","no pertenece a ningún pueblo indígena","sí","mujer",1645,"2009",16205
"1774","portezuelo","no pertenece a ningún pueblo indígena","no","hombre",319,"2009",16205
"1775","porvenir","no pertenece a ningún pueblo indígena","sí","hombre",1731,"2009",12301
"1776","porvenir","no pertenece a ningún pueblo indígena","no","hombre",38,"2009",12301
"1777","porvenir","no pertenece a ningún pueblo indígena","sí","mujer",1541,"2009",12301
"1778","porvenir","aymara","sí","hombre",21,"2009",12301
"1779","porvenir","mapuche","no","hombre",11,"2009",12301
"1780","porvenir","quechua","sí","mujer",10,"2009",12301
"1781","porvenir","no pertenece a ningún pueblo indígena","no","mujer",18,"2009",12301
"1782","porvenir","mapuche","sí","mujer",155,"2009",12301
"1783","porvenir","yagán","sí","mujer",13,"2009",12301
"1784","porvenir","mapuche","sí","hombre",217,"2009",12301
"1785","pozo almonte","no pertenece a ningún pueblo indígena","sí","mujer",3340,"2009",1401
"1786","pozo almonte","diaguita","sí","hombre",30,"2009",1401
"1787","pozo almonte","aymara","no","mujer",64,"2009",1401
"1788","pozo almonte","aymara","sí","mujer",705,"2009",1401
"1789","pozo almonte","diaguita","sí","mujer",42,"2009",1401
"1790","pozo almonte","yagán","sí","mujer",10,"2009",1401
"1791","pozo almonte","mapuche","sí","hombre",129,"2009",1401
"1792","pozo almonte","no pertenece a ningún pueblo indígena","no","mujer",126,"2009",1401
"1793","pozo almonte","quechua","sí","mujer",108,"2009",1401
"1794","pozo almonte","mapuche","sí","mujer",118,"2009",1401
"1795","pozo almonte","no pertenece a ningún pueblo indígena","sí","hombre",3665,"2009",1401
"1796","pozo almonte","aymara","sí","hombre",618,"2009",1401
"1797","pozo almonte","quechua","sí","hombre",50,"2009",1401
"1798","pozo almonte","aymara","no","hombre",12,"2009",1401
"1799","pozo almonte","coya","sí","hombre",18,"2009",1401
"1800","pozo almonte","atacameño","sí","hombre",42,"2009",1401
"1801","pozo almonte","rapa nui ","sí","hombre",10,"2009",1401
"1802","pozo almonte","quechua","no","mujer",26,"2009",1401
"1803","pozo almonte","no pertenece a ningún pueblo indígena","no","hombre",62,"2009",1401
"1804","primavera","mapuche","sí","hombre",22,"2009",12302
"1805","primavera","no pertenece a ningún pueblo indígena","sí","hombre",126,"2009",12302
"1806","primavera","no pertenece a ningún pueblo indígena","sí","mujer",88,"2009",12302
"1807","primavera","mapuche","sí","mujer",24,"2009",12302
"1808","providencia","no pertenece a ningún pueblo indígena","no","mujer",758,"2009",13123
"1809","providencia","no pertenece a ningún pueblo indígena","sí","mujer",58820,"2009",13123
"1810","providencia","mapuche","sí","hombre",139,"2009",13123
"1811","providencia","no pertenece a ningún pueblo indígena","sí","hombre",46259,"2009",13123
"1812","providencia","mapuche","sí","mujer",99,"2009",13123
"1813","puchuncaví","mapuche","sí","mujer",127,"2009",5105
